chrom,start,end,build_region_index,peak_h1:ezh2
chr3,162511000,162512000,1325601,False
chr7,92342000,92343000,1811920,False
chr5,131953000,131954000,1576501,False
chr1,9627000,9628000,7801,True
chr12,13215000,13216000,396355,False
chr2,27715000,27716000,940090,False
chr3,136416000,136417000,1304933,False
chr13,110632000,110633000,556475,False
chr10,130357000,130358000,284494,False
chr12,125409000,125410000,482979,False
chr1,106522000,106523000,86730,False
chr13,101613000,101614000,549801,False
chr7,157263000,157264000,1863400,False
chr2,110849000,110850000,999235,False
chr2,24732000,24733000,937357,False
chr5,114056000,114057000,1563400,True
chr19,46201000,46202000,907991,False
chr5,174543000,174544000,1610134,False
chr1,181937000,181938000,128556,False
chr12,90241000,90242000,453040,False
chr5,180327000,180328000,1614975,False
chr11,63293000,63294000,329385,False
chr9,89928000,89929000,2018965,False
chr16,83698000,83699000,745106,False
chr15,45602000,45603000,643989,False
chr3,70352000,70353000,1260325,False
chr1,56033000,56034000,48170,False
chr18,13709000,13710000,828577,False
chr17,12349000,12350000,761306,False
chr8,121006000,121007000,1953056,False
chr16,22380000,22381000,708097,False
chr1,246338000,246339000,182181,False
chrX,87642000,87643000,2102984,False
chr22,22800000,22801000,1180865,False
chr4,126322000,126323000,1438727,False
chr8,125510000,125511000,1957004,False
chr15,28151000,28152000,630830,False
chr19,11982000,11983000,882789,False
chr4,146522000,146523000,1452126,True
chr18,65230000,65231000,862025,False
chr18,8096000,8097000,823749,False
chr7,151029000,151030000,1858195,False
chr7,97510000,97511000,1816003,False
chr6,83485000,83486000,1679019,False
chr10,18596000,18597000,199602,False
chr7,24858000,24859000,1764736,False
chr4,35108000,35109000,1378332,False
chrX,138942000,138943000,2127567,False
chr15,85831000,85832000,677577,False
chr8,53561000,53562000,1902481,False
chr2,155906000,155907000,1030731,False
chr10,36503000,36504000,214337,False
chr16,12109000,12110000,700608,False
chr2,203488000,203489000,1067360,False
chr10,131968000,131969000,285705,False
chr6,17053000,17054000,1630897,False
chr6,123138000,123139000,1706785,False
chr7,109386000,109387000,1825907,False
chr5,117562000,117563000,1565930,False
chr20,36505000,36506000,1125122,False
chr7,135373000,135374000,1846087,False
chr9,99452000,99453000,2027245,False
chr5,123402000,123403000,1569985,False
chr2,62409000,62410000,967255,False
chr12,127450000,127451000,484408,False
chr13,26791000,26792000,495402,False
chr7,85752000,85753000,1807375,False
chr6,166342000,166343000,1741551,True
chr22,23225000,23226000,1181256,False
chr11,19716000,19717000,303046,False
chr1,115757000,115758000,94457,False
chr5,34970000,34971000,1508100,False
chr5,37715000,37716000,1510422,False
chrX,126069000,126070000,2120674,False
chr15,70042000,70043000,664063,False
chr7,26346000,26347000,1766051,False
chrX,132229000,132230000,2123646,False
chr10,104237000,104238000,263790,False
chr5,97076000,97077000,1551744,False
chr6,102184000,102185000,1691087,False
chr9,115181000,115182000,2039452,False
chr5,12042000,12043000,1491839,False
chr1,230290000,230291000,168472,False
chr4,18512000,18513000,1368159,False
chrX,633000,634000,2059689,True
chr9,8622000,8623000,1979466,False
chr17,74604000,74605000,809706,False
chr2,72004000,72005000,975429,False
chr1,79344000,79345000,66529,False
chr9,104468000,104469000,2030385,False
chr2,217117000,217118000,1077628,False
chr4,153071000,153072000,1457116,False
chr1,78369000,78370000,65820,False
chr14,91067000,91068000,613216,False
chr16,69029000,69030000,733197,False
chr2,5515000,5516000,922363,False
chr7,71056000,71057000,1796419,False
chr1,244548000,244549000,180586,False
chr21,25528000,25529000,1157685,False
chr2,180315000,180316000,1049979,False
chr18,14446000,14447000,829018,False
chr7,157758000,157759000,1863857,False
chr1,75562000,75563000,63504,False
chr9,108704000,108705000,2033768,False
chr16,56765000,56766000,724681,False
chr6,141597000,141598000,1721492,False
chr17,58505000,58506000,795337,False
chr8,48659000,48660000,1899061,False
chr15,92696000,92697000,683178,False
chr1,240493000,240494000,177291,True
chr7,48540000,48541000,1784637,False
chr3,78986000,78987000,1266447,False
chr6,3681000,3682000,1619064,False
chr1,87444000,87445000,72698,False
chr13,64005000,64006000,522723,False
chr17,27878000,27879000,769971,False
chr14,70930000,70931000,598044,False
chr8,139417000,139418000,1967977,False
chr8,51899000,51900000,1901152,False
chr2,69770000,69771000,973469,False
chr16,61953000,61954000,728149,False
chr4,22792000,22793000,1370757,False
chr8,48692000,48693000,1899091,False
chr3,78110000,78111000,1265811,False
chr5,75439000,75440000,1535322,False
chr16,73026000,73027000,736449,False
chrX,128383000,128384000,2121360,False
chr5,150914000,150915000,1592459,False
chr7,57747000,57748000,1790579,False
chrX,38665000,38666000,2080947,False
chr22,44614000,44615000,1199995,False
chr12,684000,685000,385755,False
chr3,4707000,4708000,1208288,False
chr13,26325000,26326000,495028,False
chr7,70527000,70528000,1795986,False
chr12,66189000,66190000,435328,True
chr5,91394000,91395000,1547375,False
chr5,43139000,43140000,1514778,False
chr1,167280000,167281000,116314,False
chrX,72247000,72248000,2096827,False
chr16,49986000,49987000,719138,False
chr1,114471000,114472000,93352,False
chr1,110116000,110117000,89610,True
chr18,63858000,63859000,861259,False
chr4,72430000,72431000,1400707,False
chr5,15463000,15464000,1494447,False
chr14,87490000,87491000,610215,False
chr6,39836000,39837000,1650269,False
chr1,176364000,176365000,123917,False
chr18,12731000,12732000,827704,False
chr5,35884000,35885000,1508850,False
chr2,154745000,154746000,1030091,False
chr15,64412000,64413000,658851,False
chr4,187902000,187903000,1480661,False
chr18,50987000,50988000,851649,False
chr5,1345000,1346000,1483317,False
chr21,7961000,7962000,1149607,False
chr1,169931000,169932000,118635,False
chr9,78294000,78295000,2009756,False
chrX,112553000,112554000,2113659,False
chr5,143696000,143697000,1586793,False
chr16,82130000,82131000,743885,False
chr3,72034000,72035000,1261699,False
chr1,11783000,11784000,9745,False
chr9,91974000,91975000,2020690,False
chr8,63505000,63506000,1910057,False
chr15,38253000,38254000,637704,False
chr17,42288000,42289000,782172,True
chr2,171846000,171847000,1042963,False
chr11,128295000,128296000,379807,False
chr5,66236000,66237000,1528855,False
chr7,17379000,17380000,1758719,False
chr3,131721000,131722000,1301207,False
chr2,241139000,241140000,1097652,False
chr3,197592000,197593000,1353461,False
chr2,197301000,197302000,1062284,False
chr5,160505000,160506000,1599812,False
chrX,30835000,30836000,2077531,False
chrX,41767000,41768000,2083375,False
chr18,27501000,27502000,834864,False
chr7,157696000,157697000,1863801,False
chr9,84105000,84106000,2014046,False
chr3,135979000,135980000,1304549,False
chr7,100605000,100606000,1818637,False
chrX,124715000,124716000,2120172,False
chr21,33500000,33501000,1164033,False
chr16,17519000,17520000,704697,False
chr12,132327000,132328000,488313,False
chr3,80455000,80456000,1267302,False
chr6,101695000,101696000,1690817,False
chr8,86864000,86865000,1926960,False
chrX,144230000,144231000,2129634,False
chr16,5977000,5978000,695810,False
chr16,559000,560000,691076,True
chr2,219435000,219436000,1079665,True
chr4,96848000,96849000,1418459,False
chr4,71274000,71275000,1399965,False
chr5,88846000,88847000,1545479,False
chr8,52152000,52153000,1901361,False
chr1,199137000,199138000,141625,False
chr2,41041000,41042000,950772,False
chr3,157157000,157158000,1321479,False
chr8,112891000,112892000,1947004,False
chr7,45297000,45298000,1781991,False
chr2,60216000,60217000,965249,False
chr18,36034000,36035000,840837,False
chr21,27277000,27278000,1159079,False
chr7,118591000,118592000,1832864,False
chr8,117902000,117903000,1950499,False
chr1,87774000,87775000,72964,False
chr2,30003000,30004000,942157,False
chr16,57216000,57217000,725113,False
chr3,127520000,127521000,1297622,False
chr12,12250000,12251000,395445,False
chr9,96441000,96442000,2024608,False
chr17,69618000,69619000,805468,False
chr20,37912000,37913000,1126412,False
chr1,14148000,14149000,11403,False
chr17,21839000,21840000,768843,False
chr6,106440000,106441000,1693908,False
chr6,6061000,6062000,1621185,False
chr14,91675000,91676000,613762,False
chr6,90885000,90886000,1684502,False
chr19,49056000,49057000,910512,True
chr22,35776000,35777000,1191965,False
chr7,151896000,151897000,1859006,False
chr15,85040000,85041000,676881,False
chr11,128586000,128587000,380076,False
chr16,75547000,75548000,738587,False
chr11,22806000,22807000,305010,False
chr20,13219000,13220000,1109162,True
chr5,150404000,150405000,1592014,False
chr7,92082000,92083000,1811704,False
chr2,13182000,13183000,928810,False
chr1,176218000,176219000,123826,False
chr15,61712000,61713000,656438,False
chr9,528000,529000,1973438,False
chr2,42542000,42543000,951915,False
chr1,113480000,113481000,92492,False
chr22,20550000,20551000,1179110,False
chr5,37041000,37042000,1509843,False
chr2,186248000,186249000,1054087,False
chr7,77132000,77133000,1800777,False
chr1,6950000,6951000,5350,False
chr1,243245000,243246000,179429,False
chr4,37308000,37309000,1379548,False
chr1,171236000,171237000,119605,False
chr1,192319000,192320000,136494,False
chr2,134819000,134820000,1015876,False
chr1,60171000,60172000,51661,False
chr4,181497000,181498000,1475481,False
chr7,4248000,4249000,1749159,False
chr1,246729000,246730000,182536,False
chr12,86486000,86487000,450289,False
chr12,106037000,106038000,465831,False
chr10,65270000,65271000,231938,False
chr14,100457000,100458000,621212,False
chr8,103757000,103758000,1940561,False
chr19,34639000,34640000,898208,False
chr1,87906000,87907000,73076,False
chr10,49361000,49362000,220772,False
chr15,79759000,79760000,672669,False
chr3,150722000,150723000,1316141,False
chr3,66422000,66423000,1257563,False
chr3,69799000,69800000,1259956,False
chr10,127789000,127790000,282408,False
chr11,99873000,99874000,357488,False
chr12,107130000,107131000,466784,False
chr17,79750000,79751000,814504,False
chr10,2926000,2927000,186408,False
chr1,59414000,59415000,51028,False
chr17,65046000,65047000,801340,False
chr3,185826000,185827000,1343527,True
chr7,78020000,78021000,1801596,False
chr6,38082000,38083000,1648775,False
chr7,149845000,149846000,1857269,False
chr12,80167000,80168000,446079,False
chr12,102885000,102886000,463201,False
chr1,30665000,30666000,26245,False
chr7,36961000,36962000,1775008,False
chr20,2872000,2873000,1101020,True
chr20,59235000,59236000,1144899,False
chr20,41774000,41775000,1129656,False
chr16,81398000,81399000,743210,False
chr10,122472000,122473000,277925,False
chr17,4438000,4439000,754783,False
chr2,204224000,204225000,1067995,False
chr8,1082000,1083000,1865986,False
chr8,56018000,56019000,1904423,False
chr11,128772000,128773000,380244,False
chr7,96128000,96129000,1814922,False
chr5,97172000,97173000,1551830,False
chr1,96600000,96601000,80262,False
chr2,208903000,208904000,1071729,False
chr3,112582000,112583000,1285914,False
chrX,34796000,34797000,2079242,False
chr1,150985000,150986000,102688,False
chr17,77818000,77819000,812703,False
chr1,168042000,168043000,117023,False
chr17,79521000,79522000,814293,False
chr11,101308000,101309000,358455,False
chr21,30981000,30982000,1161780,False
chr1,206538000,206539000,148292,False
chr6,167897000,167898000,1742891,False
chr3,150195000,150196000,1315659,False
chr12,92154000,92155000,454454,False
chr8,132275000,132276000,1962577,False
chr4,18213000,18214000,1368008,False
chr15,98360000,98361000,687465,False
chr8,141410000,141411000,1969751,False
chr5,77851000,77852000,1537293,True
chr1,74382000,74383000,62693,False
chr3,22838000,22839000,1222348,False
chr3,4638000,4639000,1208224,False
chr6,121259000,121260000,1705371,False
chr14,78024000,78025000,604268,False
chr9,127490000,127491000,2049408,False
chr10,73888000,73889000,238949,False
chrX,3714000,3715000,2061982,False
chr6,170385000,170386000,1745059,False
chr11,12170000,12171000,296948,False
chrX,77036000,77037000,2098873,False
chrX,52452000,52453000,2089412,False
chr10,92836000,92837000,253943,False
chr7,83256000,83257000,1805563,False
chr7,26868000,26869000,1766526,False
chr6,87040000,87041000,1681324,False
chr11,122715000,122716000,375496,False
chr11,95720000,95721000,354899,False
chr4,103200000,103201000,1422923,False
chr6,46583000,46584000,1656209,False
chr5,72874000,72875000,1533053,False
chr4,16459000,16460000,1366689,False
chr5,3596000,3597000,1485188,True
chr12,82040000,82041000,447392,False
chr15,96411000,96412000,686160,False
chr11,12300000,12301000,297072,False
chr3,165258000,165259000,1327161,False
chr12,69370000,69371000,438087,False
chr12,79626000,79627000,445621,False
chr11,28209000,28210000,308374,False
chr7,11675000,11676000,1754561,False
chr13,67604000,67605000,525186,False
chr11,24252000,24253000,305852,False
chr6,107078000,107079000,1694476,False
chrX,18448000,18449000,2070838,False
chr13,98599000,98600000,547215,False
chr17,43877000,43878000,783569,False
chr6,29018000,29019000,1640729,False
chr2,202465000,202466000,1066442,False
chr4,7838000,7839000,1360710,False
chr18,42476000,42477000,845154,False
chr7,668000,669000,1745879,False
chr1,37452000,37453000,32178,True
chr5,180230000,180231000,1614888,False
chr14,89229000,89230000,611549,False
chr18,60732000,60733000,858820,False
chr2,3230000,3231000,920746,False
chr6,75186000,75187000,1673489,False
chr4,26375000,26376000,1373456,False
chr15,72612000,72613000,666381,False
chr2,37474000,37475000,947809,False
chr3,39075000,39076000,1234766,False
chr16,86839000,86840000,748026,False
chr18,56633000,56634000,855416,False
chr7,31273000,31274000,1770442,False
chr13,39701000,39702000,505611,False
chr9,75548000,75549000,2007479,False
chr13,51660000,51661000,515570,False
chr9,11350000,11351000,1980847,False
chr6,109156000,109157000,1696346,False
chr1,4375000,4376000,3255,False
chr12,71992000,71993000,440259,False
chr2,114838000,114839000,1002215,False
chr17,76869000,76870000,811798,True
chr3,81760000,81761000,1268073,False
chr12,94185000,94186000,456287,False
chr8,77479000,77480000,1920525,False
chr5,126054000,126055000,1572143,False
chr12,21777000,21778000,402520,False
chr22,32017000,32018000,1188988,False
chr18,50011000,50012000,850838,False
chr13,86892000,86893000,538579,False
chr5,134050000,134051000,1578379,False
chr10,10937000,10938000,192940,False
chr14,79057000,79058000,604967,False
chr1,235645000,235646000,173353,False
chr6,117632000,117633000,1702905,False
chr1,152063000,152064000,103682,False
chr11,112713000,112714000,367117,False
chr17,6597000,6598000,756604,False
chr2,60793000,60794000,965770,False
chr5,63920000,63921000,1527137,False
chr4,171002000,171003000,1468963,False
chr1,208505000,208506000,150033,False
chr8,113350000,113351000,1947237,False
chr20,24610000,24611000,1118233,False
chr9,134026000,134027000,2055461,False
chr5,72094000,72095000,1532350,False
chr5,38979000,38980000,1511524,False
chr8,55741000,55742000,1904160,False
chr16,7564000,7565000,696846,False
chr11,60485000,60486000,327022,False
chr14,86061000,86062000,609371,False
chrX,21670000,21671000,2072853,False
chr8,100493000,100494000,1937664,False
chr12,111182000,111183000,470426,False
chr6,112346000,112347000,1699157,False
chr17,38923000,38924000,779123,False
chr21,14683000,14684000,1150981,False
chr4,6217000,6218000,1359220,False
chrX,98106000,98107000,2106277,False
chr7,48136000,48137000,1784337,False
chr11,71928000,71929000,337024,True
chr6,31781000,31782000,1643024,False
chr22,28885000,28886000,1186183,False
chr3,87605000,87606000,1271236,False
chr8,103301000,103302000,1940222,False
chr2,110975000,110976000,999342,False
chr21,24140000,24141000,1156847,False
chr2,214012000,214013000,1075059,False
chr8,53284000,53285000,1902260,False
chrX,10310000,10311000,2065472,False
chr4,22994000,22995000,1370859,False
chr5,4553000,4554000,1485908,False
chr15,92278000,92279000,682819,False
chr6,33465000,33466000,1644430,False
chr1,163028000,163029000,112997,False
chr4,63334000,63335000,1395374,False
chr1,85526000,85527000,71171,False
chr2,81573000,81574000,981816,False
chr13,25149000,25150000,494081,False
chr6,138907000,138908000,1719347,False
chr13,33615000,33616000,501166,False
chr7,115681000,115682000,1830477,False
chr5,42602000,42603000,1514321,False
chr17,61359000,61360000,797990,False
chr16,301000,302000,690839,False
chr16,16117000,16118000,703837,False
chr11,110897000,110898000,365573,False
chr9,2623000,2624000,1974940,False
chrX,104124000,104125000,2109099,False
chr4,53941000,53942000,1389610,False
chr20,38397000,38398000,1126864,False
chr9,109483000,109484000,2034482,False
chr5,31722000,31723000,1505367,False
chr4,146197000,146198000,1451884,False
chr14,52900000,52901000,583123,False
chr14,94950000,94951000,616593,False
chr22,50583000,50584000,1205158,True
chr14,80749000,80750000,606089,False
chr4,157046000,157047000,1460017,False
chr5,94666000,94667000,1549706,False
chr4,38677000,38678000,1380727,False
chr1,14729000,14730000,11872,False
chr4,165096000,165097000,1464944,False
chr2,162495000,162496000,1035893,False
chr6,94130000,94131000,1686299,False
chr1,51045000,51046000,43670,False
chr14,73060000,73061000,599868,False
chr2,224393000,224394000,1083691,False
chr5,95268000,95269000,1550181,False
chr8,111925000,111926000,1946438,False
chr19,44640000,44641000,906589,False
chr8,102312000,102313000,1939315,False
chrX,88608000,88609000,2103321,False
chr14,34673000,34674000,570835,False
chr17,37168000,37169000,777863,False
chr15,80216000,80217000,673087,False
chr9,109602000,109603000,2034591,False
chr7,32688000,32689000,1771527,False
chr9,24396000,24397000,1989980,False
chr1,206960000,206961000,148685,False
chr6,149140000,149141000,1727532,False
chr10,59214000,59215000,227131,False
chr22,19497000,19498000,1178126,False
chrX,104005000,104006000,2109045,False
chrY,17067000,17068000,2137295,False
chr2,167724000,167725000,1039385,False
chr3,152893000,152894000,1318000,False
chr1,236329000,236330000,173985,False
chr1,227124000,227125000,165656,False
chr2,9738000,9739000,925808,False
chrX,120729000,120730000,2118158,False
chr6,100866000,100867000,1690293,False
chr18,48247000,48248000,849271,False
chr3,167502000,167503000,1328509,False
chr5,22651000,22652000,1499448,False
chr5,3592000,3593000,1485184,False
chr8,10192000,10193000,1871727,False
chr22,50532000,50533000,1205114,True
chr10,76012000,76013000,240895,False
chr1,226941000,226942000,165499,False
chr17,14618000,14619000,763110,False
chr20,45410000,45411000,1132654,False
chr12,24381000,24382000,404441,False
chr15,61289000,61290000,656145,False
chr8,133242000,133243000,1963398,False
chr20,47075000,47076000,1134147,False
chr10,64263000,64264000,231362,False
chr10,88490000,88491000,250356,False
chr7,113532000,113533000,1828953,False
chr6,122860000,122861000,1706626,False
chr4,78483000,78484000,1405437,False
chr8,66851000,66852000,1912461,False
chr8,113691000,113692000,1947440,False
chr1,179924000,179925000,126799,False
chr10,73553000,73554000,238655,False
chr7,91744000,91745000,1811427,False
chr7,154057000,154058000,1860669,False
chr5,140049000,140050000,1583616,False
chr10,101998000,101999000,261732,False
chr6,46653000,46654000,1656265,True
chr4,98112000,98113000,1419081,False
chr18,7385000,7386000,823181,False
chr7,149495000,149496000,1856955,False
chr1,68232000,68233000,58638,True
chr8,22920000,22921000,1881164,False
chr6,2653000,2654000,1618091,False
chr9,20649000,20650000,1987606,False
chr1,66888000,66889000,57421,False
chr6,129695000,129696000,1711491,False
chr1,162316000,162317000,112368,False
chr10,1285000,1286000,185113,False
chr15,89318000,89319000,680209,False
chr15,76790000,76791000,670055,False
chr2,187979000,187980000,1055373,False
chr12,13212000,13213000,396352,False
chr9,82906000,82907000,2013100,False
chrX,100888000,100889000,2107345,False
chr4,157198000,157199000,1460119,False
chr21,43211000,43212000,1172480,False
chr7,69786000,69787000,1795349,False
chr17,56088000,56089000,793160,False
chr18,57870000,57871000,856424,False
chr12,30110000,30111000,409286,False
chr11,75474000,75475000,340241,False
chr5,174045000,174046000,1609696,True
chr10,102452000,102453000,262138,False
chr5,80301000,80302000,1539452,False
chr1,52943000,52944000,45388,False
chr19,28515000,28516000,893041,False
chr3,151070000,151071000,1316442,False
chr5,78053000,78054000,1537471,False
chr6,30176000,30177000,1641597,False
chr4,34261000,34262000,1377929,False
chr17,9130000,9131000,758825,False
chr2,11913000,11914000,927788,False
chr6,71177000,71178000,1670629,False
chr3,118755000,118756000,1290345,False
chr16,86694000,86695000,747898,False
chr10,81774000,81775000,245489,False
chr6,146200000,146201000,1725132,False
chrX,120865000,120866000,2118242,False
chr3,163348000,163349000,1326029,False
chr18,79616000,79617000,871736,True
chr1,231440000,231441000,169525,False
chr12,51248000,51249000,423366,False
chr1,92427000,92428000,76793,False
chr8,71843000,71844000,1916406,True
chr2,176082000,176083000,1046620,True
chr10,58600000,58601000,226656,False
chr7,99877000,99878000,1817989,False
chr14,90252000,90253000,612476,False
chr7,35436000,35437000,1773656,False
chr6,106403000,106404000,1693876,False
chr5,149004000,149005000,1590710,False
chr6,140541000,140542000,1720733,False
chr21,24141000,24142000,1156848,False
chr1,212389000,212390000,153349,False
chr5,153886000,153887000,1594479,False
chr7,134864000,134865000,1845650,False
chr18,2760000,2761000,819742,False
chr3,43026000,43027000,1237994,False
chr6,92012000,92013000,1685150,False
chr17,46060000,46061000,785519,False
chr22,42253000,42254000,1197885,False
chr13,83779000,83780000,536574,False
chr17,6714000,6715000,756703,True
chr3,47595000,47596000,1241966,False
chr18,60183000,60184000,858474,False
chr9,134682000,134683000,2056066,False
chr8,133512000,133513000,1963645,False
chr4,22808000,22809000,1370763,False
chr8,112072000,112073000,1946526,False
chr5,30315000,30316000,1504304,False
chr5,106202000,106203000,1557555,False
chr1,97854000,97855000,81173,False
chr9,128626000,128627000,2050439,False
chr1,29028000,29029000,24826,False
chr5,89853000,89854000,1546175,False
chr10,88748000,88749000,250563,False
chr1,219700000,219701000,159188,False
chr8,139652000,139653000,1968138,False
chr10,68324000,68325000,233917,False
chr11,70308000,70309000,335737,False
chr3,47249000,47250000,1241653,False
chr6,121697000,121698000,1705740,False
chr7,32088000,32089000,1771048,False
chr19,58523000,58524000,918099,False
chr14,96571000,96572000,618023,False
chr12,117196000,117197000,475716,False
chr18,347000,348000,817999,False
chr10,45803000,45804000,218440,False
chr1,8555000,8556000,6806,False
chr5,70776000,70777000,1531701,False
chr5,34525000,34526000,1507695,False
chr2,38668000,38669000,948887,False
chr2,185519000,185520000,1053647,False
chr2,131997000,131998000,1013769,False
chr6,156535000,156536000,1733626,False
chr22,44671000,44672000,1200048,False
chr16,26871000,26872000,711570,False
chr16,13909000,13910000,702114,False
chr13,24092000,24093000,493253,False
chr2,121264000,121265000,1006548,False
chr7,19821000,19822000,1760574,False
chr7,118575000,118576000,1832852,False
chr2,30708000,30709000,942796,False
chr3,86995000,86996000,1270818,False
chr3,12389000,12390000,1214302,False
chr17,43273000,43274000,783034,False
chr1,59337000,59338000,50962,False
chr11,134276000,134277000,384513,True
chr3,54051000,54052000,1247495,False
chr14,20676000,20677000,560529,False
chr14,79136000,79137000,605014,False
chr3,24011000,24012000,1223382,False
chr5,514000,515000,1482557,False
chr7,156358000,156359000,1862585,False
chr2,67405000,67406000,971413,False
chr20,343000,344000,1098791,False
chr4,36244000,36245000,1378945,True
chr2,201095000,201096000,1065220,False
chr19,1587000,1588000,873616,False
chr17,31175000,31176000,772985,False
chr18,54796000,54797000,853969,False
chrX,69599000,69600000,2095169,False
chr22,32559000,32560000,1189445,False
chr22,35212000,35213000,1191452,False
chr3,130165000,130166000,1300030,False
chr1,116739000,116740000,95347,False
chrX,146245000,146246000,2130252,False
chr10,91520000,91521000,252756,False
chr4,61214000,61215000,1394245,False
chr2,194549000,194550000,1060161,False
chr5,43728000,43729000,1515292,False
chr11,44278000,44279000,319285,False
chr3,188038000,188039000,1345465,False
chr19,12332000,12333000,883045,False
chr3,127630000,127631000,1297727,False
chr2,21361000,21362000,934959,False
chr14,90771000,90772000,612948,False
chr11,75506000,75507000,340271,False
chr18,60649000,60650000,858771,False
chr1,100160000,100161000,82946,False
chr4,127472000,127473000,1439446,False
chr22,44684000,44685000,1200061,True
chr12,62141000,62142000,431855,False
chr4,56897000,56898000,1392039,False
chr6,35067000,35068000,1645932,False
chr17,37211000,37212000,777904,False
chr7,35786000,35787000,1773970,False
chr8,137265000,137266000,1966458,False
chr5,78523000,78524000,1537880,False
chr20,21860000,21861000,1116037,False
chr1,92411000,92412000,76778,False
chr11,67463000,67464000,333162,False
chr17,46819000,46820000,785935,True
chr4,32986000,32987000,1377284,False
chr15,25341000,25342000,628861,False
chr5,33748000,33749000,1507110,False
chr21,42974000,42975000,1172368,False
chr2,37797000,37798000,948095,False
chr4,74583000,74584000,1402330,False
chr2,19280000,19281000,933241,False
chr1,185790000,185791000,131994,False
chrX,132641000,132642000,2123890,False
chr13,46761000,46762000,511612,False
chr4,90077000,90078000,1414322,False
chr5,76999000,77000000,1536582,False
chr1,72349000,72350000,61588,False
chr6,87126000,87127000,1681396,False
chr20,45241000,45242000,1132499,False
chr19,4129000,4130000,875996,False
chr10,23088000,23089000,203103,False
chr7,149757000,149758000,1857185,False
chr5,178256000,178257000,1613186,False
chr6,26151000,26152000,1638421,False
chr2,227292000,227293000,1085935,False
chr3,20307000,20308000,1220869,False
chr1,176101000,176102000,123731,False
chr12,45518000,45519000,418290,False
chr11,125788000,125789000,377955,False
chr8,22723000,22724000,1880983,False
chr3,111842000,111843000,1285292,False
chr15,57961000,57962000,653254,False
chr3,179697000,179698000,1338422,False
chr1,159704000,159705000,110026,False
chr10,51793000,51794000,222545,False
chr10,341000,342000,184248,False
chr4,129388000,129389000,1440941,False
chr11,100740000,100741000,358020,False
chr21,24838000,24839000,1157241,False
chr14,43356000,43357000,576719,False
chr6,45794000,45795000,1655564,False
chr18,8391000,8392000,823991,False
chr10,101216000,101217000,261008,True
chr11,70433000,70434000,335852,False
chr16,9889000,9890000,698621,False
chrX,94392000,94393000,2104599,False
chr7,156022000,156023000,1862314,False
chr3,185426000,185427000,1343170,False
chr1,160549000,160550000,110799,False
chr8,13363000,13364000,1874146,False
chr9,97604000,97605000,2025568,False
chr22,45571000,45572000,1200862,False
chr12,79076000,79077000,445200,False
chr18,54883000,54884000,854042,False
chr1,237162000,237163000,174726,False
chr5,135490000,135491000,1579692,True
chr1,47519000,47520000,41170,False
chr3,137056000,137057000,1305509,False
chr4,15588000,15589000,1365985,False
chr16,20796000,20797000,706888,False
chr14,21723000,21724000,561412,False
chr2,170660000,170661000,1041900,False
chr5,132099000,132100000,1576627,False
chr11,107507000,107508000,362869,False
chr5,138163000,138164000,1581873,False
chr1,234091000,234092000,171876,False
chr17,29158000,29159000,771155,False
chr13,77056000,77057000,531905,False
chr15,85521000,85522000,677282,False
chr12,80010000,80011000,445967,False
chr3,182942000,182943000,1340922,False
chr12,123314000,123315000,481052,False
chr6,40996000,40997000,1651225,True
chr6,56673000,56674000,1663651,False
chr1,104624000,104625000,85718,False
chr9,32018000,32019000,1994212,False
chr1,234792000,234793000,172548,False
chr22,42138000,42139000,1197777,False
chr19,23510000,23511000,891896,False
chr19,55123000,55124000,915467,False
chr17,31073000,31074000,772890,False
chr5,33147000,33148000,1506603,False
chr17,73191000,73192000,808433,False
chr4,176690000,176691000,1472674,False
chr12,6390000,6391000,390757,False
chr17,77899000,77900000,812782,False
chr5,96036000,96037000,1550840,False
chr18,31203000,31204000,837146,False
chr8,85543000,85544000,1926014,False
chr19,5644000,5645000,877383,False
chr7,71140000,71141000,1796471,False
chr9,82278000,82279000,2012683,False
chr16,17892000,17893000,704980,False
chr16,4401000,4402000,694547,False
chr16,88195000,88196000,749265,False
chr12,80118000,80119000,446047,False
chr13,103572000,103573000,551207,False
chr4,161305000,161306000,1462729,False
chr12,107864000,107865000,467413,True
chr9,104490000,104491000,2030399,False
chr5,36067000,36068000,1508992,False
chr2,141243000,141244000,1020254,False
chr7,2275000,2276000,1747392,False
chr4,86856000,86857000,1411721,False
chr4,33836000,33837000,1377689,False
chr5,95651000,95652000,1550479,False
chr1,110240000,110241000,89727,False
chr2,235999000,236000000,1093152,False
chr10,5580000,5581000,188709,False
chr6,80387000,80388000,1676894,False
chrX,14938000,14939000,2068397,False
chr9,101894000,101895000,2029068,False
chr19,14159000,14160000,884646,False
chr16,89257000,89258000,750267,True
chr8,128788000,128789000,1959821,False
chr4,93868000,93869000,1416424,False
chr6,41371000,41372000,1651552,True
chr17,9322000,9323000,758995,False
chr10,84436000,84437000,247241,False
chr6,85814000,85815000,1680721,False
chr9,20047000,20048000,1987099,False
chr9,103505000,103506000,2029829,False
chr8,46683000,46684000,1897487,False
chr4,74233000,74234000,1402053,False
chr5,135356000,135357000,1579563,False
chrX,141922000,141923000,2128880,False
chr4,114907000,114908000,1431251,False
chr7,26476000,26477000,1766176,False
chr2,106783000,106784000,996612,False
chr1,17185000,17186000,14011,False
chr11,117191000,117192000,370771,False
chr14,84380000,84381000,608288,False
